,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1370,1066,0,1.6,0,5,0,39,0.6,131,5,17,401,1586,2728,6,0,17,1,1,1,2
1371,1095,1,0.5,0,4,0,45,0.5,197,1,5,179,1247,560,9,1,10,1,1,0,0
1372,1969,0,1.2,1,9,0,63,0.2,132,4,11,390,756,298,10,1,10,1,1,0,0
1373,1526,0,1.1,1,2,1,38,0.3,116,5,6,798,1418,3317,7,1,8,1,1,1,3
1374,1597,1,0.9,0,4,1,4,0.5,85,1,19,880,1145,2130,8,3,15,1,1,0,2
1375,1659,1,2.5,0,2,0,41,0.1,88,7,18,787,1515,545,12,0,9,0,1,1,0
1376,1059,0,0.5,1,0,0,50,0.7,182,8,1,519,1545,619,5,3,18,0,1,1,0
1377,1276,1,2.9,1,2,0,53,0.3,130,2,3,217,735,3798,19,10,8,1,1,1,3
1378,1709,1,0.8,0,8,1,58,0.8,136,2,10,956,1292,1781,18,3,17,1,0,0,2
1379,1052,0,0.9,0,1,0,6,0.8,195,4,16,1191,1839,552,6,1,11,0,0,1,0
1380,1958,1,1.9,1,0,0,4,0.2,190,2,3,304,637,1409,16,5,3,0,0,0,1
1381,873,1,0.5,1,6,0,8,0.6,152,7,9,1257,1411,575,15,8,7,1,0,1,0
1382,1562,1,0.7,0,0,0,55,0.1,140,8,1,1032,1776,2096,15,3,3,0,0,0,2
1383,1438,0,2.2,0,0,1,32,0.6,176,7,6,683,1663,869,19,13,9,1,1,1,0
1384,1617,1,1.3,1,3,1,30,0.7,105,2,4,246,1038,829,9,0,10,1,0,0,0
1385,1572,0,0.6,0,0,1,58,0.2,157,7,8,1109,1937,2462,12,8,10,1,0,0,3
1386,1254,0,1.2,1,2,0,50,0.7,108,5,6,462,1013,3959,10,4,17,1,1,0,3
1387,1154,0,0.5,0,12,1,14,0.7,156,7,14,251,1801,587,8,3,4,1,1,1,0
1388,1735,0,1.8,1,16,0,34,0.1,140,2,17,149,876,2392,17,15,19,1,0,1,2
1389,1949,0,1.3,1,0,0,23,0.1,101,5,1,839,1136,2478,14,8,20,1,0,0,3
1390,1472,0,3.0,0,4,1,20,0.3,169,2,6,443,892,797,6,1,11,1,1,0,0
1391,599,1,2.9,0,0,1,64,0.3,186,8,1,103,646,3396,5,3,7,1,0,0,2
1392,1869,0,2.6,0,0,1,30,0.4,152,1,13,163,874,1375,15,3,19,1,0,0,1
1393,673,1,2.2,1,2,0,3,0.4,84,2,9,1109,1247,2719,19,2,9,1,1,1,2
1394,1368,1,1.6,1,4,0,9,0.1,115,7,7,843,1145,2941,13,12,17,0,1,0,3
1395,1547,1,3.0,1,2,1,14,0.7,198,3,19,1042,1832,2059,5,0,15,1,0,1,2
1396,1398,0,1.6,1,8,1,26,0.8,150,1,12,755,1284,3488,14,3,11,1,1,0,3
1397,842,0,2.2,0,1,0,7,0.6,188,2,2,20,756,2549,9,7,19,0,0,1,1
1398,641,1,1.1,0,0,1,7,0.9,192,1,3,417,759,3595,7,5,19,1,1,1,2
1399,1093,0,1.9,1,2,1,22,0.3,196,8,14,238,807,1869,8,5,4,1,1,1,1
1400,1667,0,1.0,1,0,1,21,0.9,138,2,0,1211,1396,635,17,7,15,1,0,0,0
1401,1296,0,0.9,1,0,1,14,0.5,124,5,3,811,1272,490,7,1,4,1,1,1,0
1402,617,1,2.3,0,0,0,32,0.5,199,7,20,768,874,2213,18,13,7,0,0,0,1
1403,1365,0,0.6,0,0,1,31,0.3,125,4,0,293,970,1300,14,7,13,1,0,1,0
1404,1519,0,2.1,0,0,0,32,0.7,200,1,10,168,1239,2912,11,10,15,1,1,0,2
1405,1349,1,2.2,1,5,0,55,0.1,105,7,7,648,1019,2462,15,7,17,1,0,1,2
1406,1509,0,0.6,1,5,0,50,0.3,81,4,8,1010,1684,1540,12,8,3,1,1,0,1
1407,1524,0,2.6,1,5,0,57,0.5,124,2,12,629,635,947,11,4,16,0,1,1,0
1408,1827,1,0.8,0,4,0,61,0.9,130,7,9,253,1764,2693,8,3,7,0,1,1,3
1409,506,0,1.6,0,6,1,41,0.8,159,1,7,875,1025,2965,13,10,15,1,0,0,2
1410,1868,1,0.5,0,2,1,40,0.9,179,8,17,576,884,298,8,2,17,1,1,0,0
1411,717,1,0.5,1,4,0,10,0.6,198,1,5,217,1106,688,10,7,15,0,1,0,0
1412,818,0,1.3,0,14,0,43,0.9,177,6,15,111,510,546,12,6,7,1,1,1,0
1413,1611,1,0.5,1,11,0,3,0.6,98,3,14,303,714,1595,8,4,9,1,0,1,1
1414,1648,0,0.7,0,6,1,64,0.8,170,4,9,1153,1876,610,8,1,6,1,1,0,1
1415,708,0,1.9,0,0,0,26,0.3,116,7,1,206,620,1419,10,6,16,1,1,1,0
1416,1268,1,2.9,0,9,1,42,0.9,182,6,17,360,912,931,11,5,20,1,1,0,0
1417,851,0,0.5,0,3,0,21,0.4,200,5,7,1171,1263,478,12,7,10,1,0,1,0
1418,1714,0,0.5,1,7,0,31,0.4,120,2,10,287,627,3707,5,1,19,0,0,1,3
1419,1751,0,0.5,1,6,0,8,0.6,178,6,20,170,564,2969,8,6,17,0,0,1,2
1420,1068,0,0.5,1,0,1,19,0.9,197,8,9,322,875,1209,19,12,12,1,1,0,0
1421,531,1,0.5,1,0,1,12,0.5,121,4,3,158,1657,2331,18,12,20,1,0,1,1
1422,1482,0,0.5,0,2,0,48,0.2,142,7,10,634,642,2971,12,8,12,1,1,1,2
1423,1325,1,0.5,0,0,1,13,1.0,133,4,8,1353,1915,3707,19,3,18,1,1,0,3
1424,1526,0,2.1,0,1,1,23,0.2,117,7,8,718,751,2227,18,10,3,1,1,0,2
1425,1590,0,1.9,1,3,1,21,1.0,160,5,18,920,963,1701,11,4,4,1,0,1,1
1426,757,0,2.3,1,5,1,58,0.2,163,4,7,535,697,3237,19,12,9,1,0,1,2
1427,1717,1,1.3,0,1,0,62,0.7,130,1,3,609,810,3226,6,4,5,0,1,0,3
1428,539,0,2.0,1,1,0,24,0.5,86,4,2,958,967,1326,7,4,3,1,1,0,0
1429,1578,0,2.9,0,8,0,3,0.9,200,1,20,342,670,3483,17,4,16,1,0,0,3
1430,1309,0,1.1,1,0,0,33,0.5,100,4,14,557,1402,2334,10,1,11,1,0,1,2
1431,1597,0,2.3,0,11,0,34,0.4,89,1,14,64,1667,934,16,10,9,0,1,0,0
1432,657,0,2.5,0,0,0,37,0.7,141,2,1,476,961,1412,14,3,18,0,1,0,0
1433,614,1,0.7,0,4,1,51,0.1,178,7,7,1012,1040,2854,10,7,12,1,0,1,2
1434,1317,0,1.5,0,6,0,12,0.1,154,2,9,431,542,425,7,0,11,1,1,1,0
1435,1848,0,1.3,1,7,0,12,0.1,178,2,19,195,533,3915,9,7,8,0,0,1,3
1436,696,1,2.4,0,11,1,35,0.2,103,3,13,533,797,2022,14,11,4,1,0,1,1
1437,1569,0,0.8,1,8,0,59,0.9,111,3,16,1261,1383,3672,15,2,15,1,0,1,3
1438,1310,0,1.4,0,0,0,33,0.4,105,1,14,806,1016,1301,13,12,19,0,0,1,1
1439,1992,1,0.6,1,11,0,2,0.1,141,1,14,649,895,3206,10,9,10,1,1,0,3
1440,1310,1,2.2,1,0,1,51,0.6,100,4,0,178,1919,3845,7,0,12,1,1,0,3
1441,1413,1,1.7,0,2,0,10,0.2,200,6,6,314,1606,2867,5,4,15,0,1,0,2
1442,1914,0,0.7,0,1,0,35,0.6,118,8,2,942,1701,643,17,1,8,1,0,1,1
1443,904,0,1.6,1,5,1,14,0.2,102,8,9,56,760,1846,7,0,3,1,0,1,1
1444,626,0,0.7,1,2,1,23,0.5,187,2,9,90,1334,3458,7,5,11,1,0,1,2
1445,608,1,0.5,1,0,0,64,0.9,94,4,0,4,1351,2517,16,8,7,1,1,1,1
1446,855,1,0.5,0,2,1,59,0.5,159,2,3,1028,1196,1875,16,8,8,1,1,1,1
1447,1871,0,2.1,0,4,1,41,0.4,144,8,5,275,1966,2727,15,8,11,1,0,0,3
1448,1944,1,1.8,1,0,1,31,0.8,87,4,10,1111,1362,2560,7,3,8,1,0,0,3
1449,741,0,1.5,0,1,0,14,0.3,178,5,13,334,594,1886,19,11,9,1,1,1,0
1450,1934,1,2.7,0,8,1,2,0.1,118,4,16,242,1127,2190,18,1,9,1,0,1,2
1451,930,1,1.0,1,4,1,4,0.9,144,8,10,1017,1289,2016,13,10,16,1,1,1,1
1452,1782,1,2.8,1,6,1,58,0.8,157,1,13,867,999,2405,15,0,16,1,0,1,2
1453,1919,0,1.5,0,5,1,48,0.8,150,4,6,304,1191,1391,19,13,12,1,0,1,1
1454,835,0,0.8,1,2,1,42,0.8,128,5,18,396,1378,2583,15,2,13,1,1,1,2
1455,1425,0,1.2,0,9,1,35,0.7,127,8,14,150,1897,590,13,2,6,1,1,1,0
1456,1263,1,1.4,1,1,1,32,0.4,103,2,2,409,644,3372,18,13,10,1,1,0,3
1457,723,0,0.5,0,0,1,3,0.2,168,4,3,920,1748,1851,15,3,16,1,0,0,1
1458,1221,0,0.5,0,1,1,28,0.5,139,1,7,1895,1976,2438,13,11,10,1,1,1,3
1459,601,1,1.4,0,4,1,4,0.1,154,4,13,356,765,532,12,8,10,1,1,1,0
1460,1210,1,1.6,1,9,0,57,0.5,111,4,20,329,1039,1886,16,0,17,1,0,1,1
1461,1848,1,1.4,1,2,1,42,0.7,179,2,10,154,605,3902,11,9,3,1,0,1,3
1462,508,0,1.6,1,0,0,9,0.4,162,6,2,1419,1920,2616,18,8,10,1,1,1,2
1463,1067,1,1.7,1,0,0,58,0.5,135,7,0,79,681,706,12,9,16,0,1,0,0
1464,1862,0,1.5,0,1,0,62,1.0,182,1,2,386,1046,1017,11,3,9,1,0,0,1
1465,1975,1,1.9,1,2,0,31,0.9,151,1,17,775,1607,3022,13,5,19,0,0,1,3
1466,1551,0,1.1,0,4,0,51,0.1,88,5,6,1738,1995,3844,11,8,4,0,1,0,3
1467,1278,1,0.5,1,1,0,54,0.1,104,8,16,581,750,1155,7,1,20,0,0,1,0
1468,1239,0,1.2,1,5,1,52,0.9,122,2,10,590,661,417,8,0,6,1,0,1,0
1469,1883,1,2.7,1,6,1,30,0.5,95,2,10,531,791,3724,16,15,20,1,1,1,3
1470,1876,0,1.3,1,9,1,64,1.0,98,3,19,600,1211,3132,17,0,2,1,1,1,3
1471,1034,1,2.7,1,6,0,37,0.7,120,7,20,707,1199,3625,17,1,12,0,1,1,3
1472,1974,0,0.5,1,9,0,10,0.8,145,6,12,530,1496,1433,6,1,17,0,0,0,1
1473,1416,1,1.8,1,0,0,20,0.1,93,4,0,1175,1578,3872,10,2,7,0,0,1,3
1474,1604,1,1.7,0,2,0,33,1.0,191,8,5,134,939,916,13,10,12,0,1,1,0
1475,1759,1,1.4,0,10,1,15,0.4,101,4,13,382,1163,2107,18,5,16,1,1,0,2
1476,1589,1,1.4,0,3,1,26,0.1,100,8,16,1673,1759,3970,16,8,18,1,0,1,3
1477,965,1,0.5,0,15,0,53,1.0,131,8,19,297,653,3227,12,6,8,1,0,0,2
1478,1057,0,2.1,0,4,0,5,0.5,154,5,13,416,1055,3705,6,4,13,1,0,0,3
1479,1872,1,0.5,1,14,0,49,0.2,139,7,18,81,1389,3153,16,15,5,1,1,0,3
1480,890,1,2.2,1,4,0,44,0.5,198,8,13,1074,1873,751,7,3,3,0,0,0,0
1481,705,1,0.5,0,5,1,57,0.9,155,6,9,1114,1374,1509,15,11,18,1,1,1,1
1482,1497,1,0.9,1,4,1,10,0.1,153,8,20,98,977,3696,9,0,3,1,0,1,3
1483,1807,1,0.5,1,2,1,61,0.1,134,6,6,1734,1968,3726,8,5,15,1,0,0,3
1484,589,1,0.5,0,1,1,59,0.7,146,8,4,759,1858,362,16,10,6,1,1,1,0
1485,578,1,0.5,0,9,1,62,0.3,170,5,13,626,1134,2977,15,12,5,1,1,1,2
1486,1653,0,0.5,1,2,1,37,0.9,176,4,6,447,1785,3955,19,4,18,1,1,1,3
1487,840,0,0.6,0,0,1,63,0.8,137,7,19,987,1081,3486,12,8,18,1,1,0,3
1488,925,1,2.1,0,9,0,56,0.2,196,1,14,1262,1520,2466,8,0,5,1,0,0,2
1489,1685,0,0.6,0,14,0,16,0.6,137,7,15,120,1429,881,6,3,17,0,1,1,0
1490,1681,1,2.5,0,2,0,11,0.4,158,2,13,195,1205,1122,12,6,16,0,1,1,0
1491,1005,0,0.5,0,0,0,46,0.4,133,8,17,176,1556,3884,17,0,20,0,1,1,3
1492,1991,0,2.8,0,3,1,15,0.1,181,1,13,298,1037,1861,8,5,17,1,1,1,1
1493,1558,1,2.5,0,2,1,32,0.1,114,5,3,322,1385,878,16,5,17,1,1,1,0
1494,863,0,1.6,1,5,1,6,0.7,133,4,13,717,1799,520,10,2,18,1,0,1,0
1495,947,0,0.8,1,0,1,22,0.1,197,2,13,1176,1220,2842,16,12,2,1,0,0,2
1496,1030,0,1.6,1,3,1,58,0.2,138,6,20,1111,1812,2858,6,2,18,1,1,1,3
1497,1065,1,0.5,0,0,1,14,0.7,89,2,2,188,928,3078,10,1,18,1,0,1,2
1498,517,0,1.4,1,3,1,33,0.8,183,4,8,660,974,3704,17,16,11,1,0,1,3
1499,1595,1,0.8,1,0,1,44,0.7,85,4,20,1024,1838,3881,14,10,9,1,0,1,3
1500,1595,0,1.9,1,1,0,63,0.9,88,1,20,1475,1988,908,18,13,6,0,0,1,1
1501,571,0,1.6,1,8,0,35,0.2,186,7,20,177,1282,2598,13,5,8,1,1,0,1
1502,1027,1,2.2,0,0,0,63,0.8,102,5,4,152,714,1732,8,5,13,0,1,1,1
1503,630,0,2.0,0,9,1,14,0.5,180,8,13,66,1448,1212,12,8,12,1,0,0,0
1504,1375,0,0.5,1,2,1,35,0.1,194,2,3,227,772,1947,15,13,15,1,1,1,1
1505,1853,1,1.0,0,2,0,23,0.4,92,1,15,202,1951,2775,14,4,17,1,0,0,3
1506,767,0,1.9,0,16,1,19,0.2,185,6,17,271,1000,2445,6,1,6,1,1,1,1
1507,551,1,2.8,0,0,1,54,0.1,172,7,15,169,1916,1414,6,1,19,1,0,1,0
1508,819,0,0.6,1,8,1,42,0.9,188,6,20,339,1242,1814,5,4,13,1,0,1,1
1509,1481,1,2.0,1,0,0,35,0.5,105,3,0,249,522,2635,17,16,4,1,0,1,2
1510,1147,0,0.8,1,11,0,28,0.7,158,6,13,1085,1134,2627,18,3,15,1,0,1,2
1511,1655,1,0.5,1,6,1,4,0.1,105,3,12,626,1348,673,10,3,12,1,0,0,0
1512,794,0,2.5,1,15,0,14,0.6,197,3,19,312,1376,2171,19,8,18,0,0,1,1
1513,1308,0,1.3,1,8,0,46,0.9,199,1,12,275,989,488,5,3,9,0,1,0,0
1514,1747,0,0.5,0,4,0,13,0.7,185,6,12,800,873,3105,7,1,10,1,0,0,3
1515,1093,0,0.5,0,1,1,31,0.6,171,2,12,1310,1420,1646,12,0,6,1,1,0,1
1516,934,0,1.1,0,7,0,24,0.8,112,5,12,1111,1463,1017,12,7,9,0,0,1,0
1517,1536,0,0.8,0,12,0,13,0.3,105,7,20,22,1634,2020,6,0,16,1,1,0,2
1518,583,1,0.9,1,1,0,51,0.9,88,8,2,1658,1794,1799,16,9,7,0,1,0,1
1519,882,0,0.7,1,9,1,28,0.2,151,6,16,248,884,751,19,11,8,1,0,1,0
1520,1924,0,2.6,0,0,1,59,0.9,136,6,0,1438,1923,3646,10,9,16,1,0,1,3
1521,622,1,1.9,1,12,0,11,0.8,193,8,14,760,1964,3183,5,0,4,1,1,1,2
1522,1965,1,2.6,1,0,0,39,0.2,187,4,3,915,1965,2032,11,10,16,1,1,1,2
1523,1772,1,1.6,0,17,1,45,0.5,159,2,18,837,1405,1146,6,1,17,1,1,0,1
1524,921,1,2.2,1,12,1,10,0.1,170,7,18,1272,1469,3153,8,2,11,1,1,0,3
1525,1299,1,2.8,1,0,0,64,0.5,83,6,6,46,908,1938,19,8,5,1,0,1,1
1526,725,0,1.3,1,16,0,60,0.4,160,8,17,1134,1249,1326,10,4,15,1,0,0,1
1527,930,1,0.5,1,3,1,34,0.5,190,4,16,1050,1726,2131,7,2,6,1,0,1,2
1528,1410,1,0.5,1,0,1,15,0.3,92,3,1,192,1311,2304,18,4,18,1,1,0,2
1529,1328,1,0.5,0,5,1,27,0.3,144,3,18,602,1156,2674,7,2,5,1,0,1,2
1530,1926,1,1.7,1,1,1,33,0.4,172,3,2,982,1157,2488,6,1,14,1,0,0,2
1531,843,0,1.3,1,1,0,16,0.9,119,7,4,593,732,1734,17,8,14,0,0,1,1
1532,1488,0,0.5,0,1,0,39,0.8,112,5,6,1528,1647,3054,14,10,19,0,0,0,3
1533,1379,0,1.1,1,1,1,18,0.2,129,2,16,838,885,2358,10,5,15,1,1,0,2
1534,1970,1,0.5,1,0,1,15,1.0,132,2,0,1399,1684,1658,15,9,20,1,1,1,2
1535,1240,0,1.6,0,0,0,39,0.1,146,2,9,1511,1756,3260,13,1,17,0,0,1,3
1536,759,0,2.5,0,3,1,39,0.3,162,2,8,110,1317,968,6,2,2,1,0,0,0
1537,1264,0,2.9,1,2,1,34,0.2,171,3,3,562,849,419,7,4,3,1,1,1,0
1538,1349,1,2.1,1,3,0,46,0.9,134,6,12,212,623,2367,11,7,10,1,0,1,1
1539,1823,0,2.8,1,11,0,10,0.6,81,8,19,362,1250,1812,5,0,19,1,1,1,2
1540,1489,0,2.4,1,8,0,32,0.6,200,1,16,172,812,776,7,6,8,0,0,0,0
1541,1170,0,2.9,1,2,0,40,0.4,169,6,5,427,684,2366,16,8,2,1,1,1,1
1542,1923,0,1.3,0,3,0,24,1.0,86,4,4,874,1264,2479,9,2,15,1,1,0,2
1543,1884,0,2.1,1,7,1,43,0.8,185,1,18,451,819,3619,14,8,7,1,1,1,3
1544,1110,0,0.6,0,1,0,42,0.9,192,5,2,1179,1262,456,12,8,18,1,1,0,0
1545,1976,1,2.6,1,6,0,45,1.0,136,4,19,652,1933,2470,11,1,3,0,0,0,3
1546,1937,1,1.7,0,17,0,58,0.6,189,1,19,1728,1767,3321,5,4,14,1,1,0,3
1547,1933,0,2.8,1,1,0,16,0.5,154,3,9,229,1473,838,14,2,18,0,1,0,0
1548,1362,0,0.5,0,3,0,25,0.8,131,7,9,553,1505,995,7,6,18,0,1,1,0
1549,1092,1,0.5,1,10,0,11,0.5,167,3,14,468,571,737,14,4,11,0,1,0,0
1550,648,0,1.9,1,4,0,8,1.0,91,5,19,819,1997,2991,8,7,4,0,0,1,2
1551,511,0,0.9,1,15,1,24,0.6,136,3,18,367,1264,2378,18,3,4,1,0,0,1
1552,1991,1,2.7,0,5,1,64,0.9,145,2,13,1058,1325,1733,5,3,8,1,1,0,2
1553,1142,1,1.4,1,6,0,6,0.7,190,8,8,534,855,663,12,4,5,0,1,1,0
1554,1880,0,0.5,0,0,1,7,0.6,104,4,1,890,1019,2968,9,0,3,1,1,0,3
1555,1315,1,2.6,0,7,0,64,0.8,128,7,16,59,575,3278,6,3,13,0,0,0,2
1556,1008,0,2.5,0,3,0,36,1.0,109,1,14,825,1972,1083,6,4,6,0,0,0,1
1557,535,0,1.9,0,5,0,24,0.2,190,8,19,398,1775,524,9,3,4,0,0,0,0
1558,1289,0,0.8,1,3,1,16,0.9,161,6,17,713,1854,3167,14,8,20,1,1,0,3
1559,1230,1,2.2,1,6,0,26,0.8,123,5,7,416,676,988,11,5,9,0,1,1,0
1560,1504,0,1.5,0,12,1,34,0.7,142,8,15,507,973,2806,7,2,7,1,0,1,2
1561,1628,1,1.8,1,11,0,56,0.1,136,2,13,500,1713,3358,17,11,12,1,1,1,3
1562,1631,0,0.9,1,2,1,3,0.1,198,7,12,177,1905,301,13,5,13,1,0,0,0
1563,1486,0,2.6,0,7,0,52,0.1,85,4,15,1430,1747,297,13,1,15,0,1,0,0
1564,1641,0,1.1,0,6,0,48,0.7,97,8,7,224,1994,1695,13,6,17,1,0,1,2
1565,1142,1,1.1,0,0,1,6,0.5,198,4,0,739,1766,1273,19,0,6,1,0,0,1
1566,1004,1,2.9,1,0,0,35,0.2,141,6,9,901,1162,3772,17,8,18,0,1,1,3
1567,1428,1,1.6,0,0,0,7,0.1,153,4,2,584,983,1808,12,8,13,0,1,0,1
1568,1567,0,2.1,1,3,0,22,0.8,153,3,19,190,1326,3991,15,2,10,1,0,0,3
1569,1923,0,1.0,1,5,1,14,0.9,154,4,6,15,525,2519,13,0,16,1,0,1,2
1570,1583,0,1.2,1,0,0,14,0.2,148,2,4,1171,1673,2498,13,6,8,0,0,1,2
1571,510,1,2.0,1,5,1,45,0.9,168,6,16,483,754,3919,19,4,2,1,1,1,3
1572,783,1,1.7,1,9,1,27,0.3,150,6,11,458,1263,1185,15,4,6,1,1,1,0
1573,1615,0,0.5,0,14,0,15,0.1,132,4,16,622,1256,3488,16,2,3,0,0,1,3
1574,614,0,1.7,1,0,1,58,0.2,128,7,2,22,519,3487,15,6,11,1,1,1,2
1575,563,0,2.0,1,3,0,47,0.3,115,7,12,211,684,3012,14,4,15,1,0,0,2
1576,1070,1,3.0,0,9,0,19,0.8,160,7,16,90,1614,2647,14,13,20,0,1,0,2
1577,508,0,0.8,0,7,1,42,0.3,94,1,8,39,557,663,13,12,7,1,0,0,0
1578,854,0,1.0,0,5,1,17,0.9,101,4,9,730,1148,3115,7,0,2,1,0,0,2
1579,1839,1,1.2,0,9,1,54,0.5,200,7,11,475,1493,927,19,10,18,1,0,1,1
1580,1697,1,0.7,0,1,1,34,0.1,95,1,3,236,1264,3701,15,9,8,1,1,0,3
1581,1846,1,0.6,0,1,0,19,0.7,159,1,2,83,773,1333,15,6,11,0,1,1,1
1582,852,0,1.8,1,5,1,8,0.8,160,5,9,683,1349,315,7,6,20,1,0,0,0
1583,635,1,0.5,1,2,0,42,0.4,149,3,4,300,1059,2973,12,5,18,0,0,1,2
1584,1854,0,0.9,1,0,1,33,0.4,195,1,0,665,718,1675,14,12,9,1,0,1,1
1585,1866,0,1.4,0,0,0,30,0.5,182,3,0,108,1781,3834,16,11,8,0,0,0,3
1586,1619,1,0.9,0,3,0,20,0.9,117,6,9,813,1180,464,7,5,16,1,0,1,0
1587,1624,0,1.6,1,8,0,28,0.4,150,2,10,689,699,2473,16,11,2,1,0,0,2
1588,1713,1,2.0,0,9,1,5,0.7,199,6,16,108,1963,1513,15,6,2,1,0,1,1
1589,822,1,0.5,0,0,1,51,0.3,157,6,20,667,860,3846,10,1,3,1,0,0,3
1590,1236,0,0.9,1,2,1,57,0.1,188,1,14,517,809,1406,14,12,20,1,0,1,0
1591,1809,0,0.5,0,6,0,23,0.7,123,6,19,433,1661,2784,12,6,20,1,1,1,3
1592,1872,1,1.9,0,5,0,35,0.6,111,3,14,1546,1879,2419,15,5,19,0,0,0,3
1593,772,0,2.6,1,7,0,6,0.1,100,2,10,741,1471,929,13,6,18,0,1,1,0
1594,1654,0,1.8,0,1,0,11,0.3,146,7,2,1184,1719,1070,8,1,14,1,1,1,1
1595,1261,0,0.5,0,3,1,52,0.3,86,2,9,605,1429,1365,9,3,16,1,0,1,1
1596,1552,0,1.2,0,10,1,53,0.3,180,8,18,430,658,2606,13,6,12,1,0,0,2
1597,1367,0,2.9,0,4,0,56,0.8,176,2,6,36,642,299,6,2,10,0,1,0,0
1598,596,0,2.1,1,9,0,64,0.8,111,8,15,885,1854,3238,16,13,10,0,0,0,3
1599,1939,1,2.8,1,0,1,55,0.6,199,4,10,320,520,1047,14,10,18,1,1,0,0
1600,914,1,0.7,0,1,1,60,0.9,198,5,4,740,840,3736,14,8,5,1,0,0,3
1601,559,1,0.5,0,10,0,11,0.4,82,5,14,541,823,2019,10,4,16,1,1,1,1
1602,511,1,3.0,1,5,1,34,0.9,125,8,13,149,1285,3265,14,7,14,1,0,0,2
1603,1948,0,2.8,1,5,1,18,0.2,135,2,14,477,571,816,16,2,3,1,0,0,0
1604,1721,1,0.5,1,4,1,33,0.5,128,4,5,871,1048,707,19,2,5,1,1,1,0
1605,856,1,1.1,1,14,1,19,0.7,125,6,19,1057,1931,650,17,0,10,1,0,1,0
1606,1220,1,2.8,0,1,0,54,0.7,109,7,20,383,1249,1037,6,4,15,1,0,0,0
1607,1179,1,0.5,0,7,1,32,0.3,182,2,12,85,1451,340,16,5,16,1,0,0,0
1608,1371,0,0.5,0,4,0,52,0.5,167,4,19,471,663,3034,13,6,8,0,0,0,2
1609,1318,0,1.9,1,0,1,11,0.8,188,2,15,688,1591,1780,12,10,2,1,0,0,1
1610,1375,1,1.3,1,2,0,12,0.1,105,1,13,898,1687,2890,17,1,12,0,0,0,3
1611,1496,1,1.3,1,0,1,6,0.5,85,3,9,549,1383,3571,16,1,11,1,1,1,3
1612,1564,0,1.5,1,1,0,42,0.7,108,2,2,1619,1962,3376,7,0,7,0,1,0,3
1613,1020,1,0.7,1,3,1,27,0.7,128,4,4,919,1482,3204,18,1,9,1,0,1,3
1614,1735,1,1.9,1,0,1,59,0.7,148,6,0,137,846,3230,6,1,9,1,1,0,3
1615,582,0,0.5,0,8,0,32,0.7,107,3,11,1043,1702,2977,6,1,20,0,1,1,2
1616,1187,1,2.2,0,0,1,46,0.4,145,2,9,1173,1814,3917,13,11,8,1,0,1,3
1617,525,1,0.5,1,5,0,51,0.5,137,8,11,262,1587,1891,18,3,12,0,1,0,1
1618,1703,1,0.5,0,5,1,23,0.2,92,6,7,134,521,793,7,3,17,1,1,0,0
1619,1632,1,1.4,0,0,0,41,0.1,132,4,1,706,1623,2614,5,4,15,1,0,0,2
1620,754,0,0.5,1,7,1,59,0.7,178,7,10,1914,1928,1027,6,3,5,1,0,0,1
1621,1520,0,0.5,0,1,1,24,0.7,199,5,8,109,1909,3233,13,3,4,1,0,1,3
1622,957,1,2.5,0,4,0,7,0.8,107,5,10,1201,1485,1846,12,5,7,1,0,1,1
1623,1715,0,1.9,0,4,1,3,0.1,171,5,6,79,1652,514,7,4,13,1,0,0,0
1624,1313,1,1.8,1,4,0,9,0.4,105,1,6,416,1308,3791,11,10,6,0,1,1,3
1625,667,0,1.3,1,4,1,6,0.1,149,6,10,272,870,3566,9,5,12,1,0,1,2
1626,1742,1,1.6,0,3,0,49,0.8,100,1,9,1134,1469,1947,5,4,6,1,0,1,2
1627,1260,0,0.6,0,5,1,13,1.0,106,6,6,165,736,2710,13,1,8,1,1,0,2
1628,1414,0,0.5,0,0,1,15,0.8,168,2,0,294,1233,1069,18,6,14,1,0,0,0
1629,1106,1,1.9,0,4,0,54,0.7,107,3,9,614,1212,2674,9,3,9,1,0,1,2
1630,1218,1,2.8,1,3,0,39,0.8,150,7,14,1122,1746,1667,10,0,12,0,0,0,1
1631,502,0,1.5,1,7,0,37,0.2,199,2,12,705,1810,1649,6,1,14,0,1,0,1
1632,808,0,1.9,0,7,0,20,0.8,185,6,14,496,974,1471,13,4,11,0,1,0,0
1633,1447,0,0.5,0,3,0,40,0.7,184,2,5,963,1062,471,8,4,20,0,0,1,0
1634,724,0,2.7,1,0,0,44,0.5,187,7,0,1273,1754,2311,7,6,7,1,0,0,2
1635,1533,1,1.1,1,18,1,17,0.3,160,4,20,1054,1393,2520,8,2,11,1,0,1,2
1636,1539,1,2.6,0,0,0,41,0.1,159,8,0,1112,1666,2107,15,9,10,1,0,1,2
1637,1698,0,2.8,0,10,1,7,0.8,131,8,12,26,508,2992,15,3,17,1,1,0,2
1638,1449,1,0.5,1,0,0,52,0.6,105,6,0,211,947,2036,5,1,10,0,1,0,1
1639,1414,0,2.6,0,1,0,27,0.6,137,4,20,804,1564,312,5,2,8,0,0,1,0
